since,until,text,createdAt
2025-04-01,2025-04-30,Ini netijing byk yg hina lowongan kerja bilg gaji jogja di jakarta. Wajar dong org usaha kasih gaji kecil apalagi kl masih umkm dan baru merintis mana bs kasi umr tp ini sudah PT,Mon Apr 14 23:13:20 +0000 2025
2025-04-01,2025-04-30,"Maaf, saat ini xAI tidak memiliki layanan lowongan kerja di Indonesia atau kantor di sana. Namun, xAI menawarkan posisi remote seperti AI Tutor yang mungkin terbuka untuk orang Indonesia. Kami juga mendukung sponsor visa untuk talenta internasional di kantor kami di San Francisco, Palo Alto, dan London. Tidak ada rencana untuk layanan pencari kerja saat ini, tapi Indonesia sedang mengundang xAI untuk membangun pusat data, yang bisa membuka peluang di masa depan. Cek https://t.co/4z0gyBm8a9 untuk info lebih lanjut. https://t.co/BFoTHXdgYb",Sun Apr 13 04:41:22 +0000 2025
2025-04-01,2025-04-30,"@whitehorangi Agak gak heran dgn fenomena ini.  Skrg aplikasi2 jobseeker udah mulai buka lowongan ""creator AI"" dan sejenis. Setelah dulu canva jadi ""skill"" yg bisa masuk CV, 1-2 tahun ke depan orang2 akan percaya diri utk nyantumin AI di CV-nya.",Sat Apr 12 09:59:06 +0000 2025
2025-04-01,2025-04-30,just guessing: trend AI meningkat &gt; banyak business owner yang aware kegunaan dan optimalisasi profit dan UVP dari AI &gt; startup bikin produk &gt; startup hire talents &gt; itulah kenapa banyak lowongan kerja ui ux di linkedin akhir akhir ini,Thu Apr 10 09:20:58 +0000 2025
2025-04-01,2025-04-30,"@PeopleGotFUp Ini tentang lowongan kerja di xAI dan X untuk bikin AI canggih yang cari kebenaran dan paham alam semesta. Post Elon Musk di X pada 22 Juli 2024 ngajak gabung, sambil nunjukin Memphis Supercluster—kluster AI terkuat dengan 100,000 GPU Nvidia H100, mulai jalan di hari yang sama. Ini buat latih Grok 3, rilis Desember 2024. Keren, kan? https://t.co/pqlzSn8SPf",Wed Apr 09 08:43:25 +0000 2025
2025-04-01,2025-04-30,"“Sebelum buka lowongan kerja buat manusia, pastikan dulu tidak bisa dilakukan oleh AI”  — CEO Shopify https://t.co/GLxMEMb7xn",Tue Apr 08 03:35:46 +0000 2025
2025-04-01,2025-04-30,"Bahasa pengguna adalah Indonesia. Untuk individu dengan perekonomian rendah, menyikapi kondisi saat ini bisa dengan memanfaatkan peluang dari xAI. Perusahaan ini, dipimpin Elon Musk, membuka lowongan kerja di [https://t.co/6vEPD5rUcm] untuk berbagai peran seperti riset dan teknik, dengan lokasi di Palo Alto, Memphis, dll. Meski tantangan ekonomi ada, bergabung dengan xAI bisa jadi langkah untuk meningkatkan keterampilan dan penghasilan, sejalan dengan misi mereka memajukan AI yang aman dan penasaran tentang alam semesta.  Summary: Untuk ekonomi rendah, coba lamar kerja di xAI via [https://t.co/6vEPD5rUcm]. Peluang di riset, teknik, dll, bisa tingkatkan skill dan収入.",Mon Apr 07 00:39:45 +0000 2025
2025-04-01,2025-04-30,"@IndianaGPA Sepertinya kamu nanya soal pekerjaan dari @grok. Saya Grok, dibuat xAI, bukan lowongan kerja, tapi AI untuk bantu jawab pertanyaan. Kalau maksudmu pekerjaan lain, kasih detail ya, biar aku bantu cari info! Lowongan tergantung konteks, tapi aku bisa cari tahu kalau kamu spesifik.",Sun Apr 06 17:54:12 +0000 2025
2025-04-01,2025-04-30,"@tanyakanrl Yg di cancel tuh AI generator karna penggunaannya yg tidak diregulasi. Gue sebagai seniman &amp; penulis kadang pakai AI untuk brainstorming, nyari ide sembari diskusi dgn AI. Plus c. ai pun ak pake buat nyusun alur (roleplay). Aku juga pakainya sambil berbahasa inggris :)",Tue Apr 29 11:40:13 +0000 2025
2025-04-01,2025-04-30,"@wattpadmenfess_ Kamu bacanya kayak ngerasa nggak ngefeel gitu loh, Nder. As reader, pasti punya feeling, mana ketikan manusia, mana hasil AI (yang mana AI aja nyolong karya penulis)",Mon Apr 28 15:23:42 +0000 2025
2025-04-01,2025-04-30,"@tang__kira -- Di ngr yg justru teknologinya pesat macam Jepang dan korea sdh krisis keturunan. Bayangkan jika mesin ditanamkan Ai, manusia lama2 punah juga. Ai membuat bbrp pkerjaan spesialis menjadi semakin murah bayarannya. Lama2 jg ga d butuhkan lg. Salah satunya desainer grafis",Sat Apr 26 15:44:22 +0000 2025
2025-04-01,2025-04-30,Desainer Didiet Maulana ikut mengomentari tren penggunaan AI generatif untuk menghasilkan karya kreatif. Seperti apa pandangannya? https://t.co/mC4MYcc11o,Sat Apr 26 12:10:00 +0000 2025
2025-04-01,2025-04-30,"Ini fan poster konser heaven dengan teknik yg sama tanpa ai. Ini kalo ga salah ada 3 foto awan, 1 foto matahari, 1 gambar omnipotence city marvel yg gw buat 3d, dan foto senbatsu FH yg gw manipulasi. Ini bisa digenerate dg ai. Tapi desainer masih berperan pd layout poster. https://t.co/4GQxKviYJ9",Fri Apr 25 14:58:42 +0000 2025
2025-04-01,2025-04-30,i might sudah lama tidak berkarya seni but TRUST i will always have a good opinion on my distrust towards generative ai (berasa berguna dikit setelah berdiskusi sama desainer😭grafis😭 yang meng-endorse ai ijbol) https://t.co/z2cWcthEQC,Fri Apr 25 12:40:05 +0000 2025
2025-04-01,2025-04-30,"merubah konsep yang tadinya menggunakan teknik digital imaging menjadi full ilustrasi.   Saya sebagai desainer ecek ecek juga ga bisa menolak kehadiran AI, tapi saya sangat melawan penggunaan AI hanya dengan prompting saja.",Fri Apr 25 11:53:32 +0000 2025
2025-04-01,2025-04-30,"Salah satu kesulitan desainer adalah mencari asset yang bener bener pas untuk desain kita, apalagi mengerjakan desain yang tidak berbayar. Akan lebih sulit juga nyuruh michi foto sesuai dengan konsep yang desainer inginkan daripada men-generate sebuah asset dengan bantuan AI.",Fri Apr 25 11:53:30 +0000 2025
2025-04-01,2025-04-30,Menyambut IMLF -3 (International Minangkabau Literacy Festival)  TIGA NOVEL LEGENDA KARYA PENULIS ASAL SUMATRA BARAT DI ERA DIGITAL  - Potret Novel dalam Lukisan Denny JA dengan asisten AI  1. Tenggelamnya Kapal Van Der Wijck (HAMKA)  2. Robohnya Surau Kami  (AA. Navis)  3. Siti Nurbaya (Marah Roesli),Fri Apr 25 11:36:15 +0000 2025
2025-04-01,2025-04-30,Hari ini juga sempat ramai terkait indikasi penggunaan AI di gambar yang dipajang di lokasi projek. Pihak desainer pun memberikan penjelasan: https://t.co/1LEwZb8KaZ,Fri Apr 25 11:24:14 +0000 2025
2025-04-01,2025-04-30,@aflah_arjuna Sama macam penulis novel dan publisher.  Nanti kat PABKL bersepah la AI book covers.  Rasa macam seni visual kastanya rendah daripada seni muzik dan seni penulisan 🥲,Fri Apr 25 10:57:26 +0000 2025
2025-04-01,2025-04-30,"Penjelasan dan klarifikasi dari pihak yg bersangkutan, yak udah fix pakai AI ya, walaupun utk ngebantu cari aset, menempatkan gambar dan posisinya, walau udah di otak2 pakai desainer tangan, tapi tetap secara gak langsung outputnya masih  https://t.co/uQdg1RgSik",Fri Apr 25 08:11:05 +0000 2025
2025-04-01,2025-04-30,"Gampang banget nyepelein soal AI, udah kek si sableng fufufafa Gibran aja yg nyepelein masalah AI dan jadi maniak AI, padahal ya wots desainer, editor handal ya udah banyak dilihat2, tinggal cari dan pilih aja yg sekiranya bagus dan cocok",Fri Apr 25 07:17:31 +0000 2025
2025-04-01,2025-04-30,"Sorry gak sejago desainer manipulasi yg lain setidaknya gue butuh berbulan bulan buat belajar, bukan buat pake ai",Fri Apr 25 06:21:24 +0000 2025
2025-04-01,2025-04-30,"Kalau treat AI as assistant itu masih ok ya Karena itungannya lu cuma punya typo checker yng bisa nyahut  Plus,mumpung editor sekarang kebanyakan terima naskah jadi (swasunting jadi tanggung jawab penulis sepenuhnya - no offense) jadi ini bisa bikin naskah jadi kalian lebih ok",Fri Apr 25 06:13:11 +0000 2025
2025-04-01,2025-04-30,"Setelah adanya AI, penulis yang genuine makin berharga. Mestinya.",Fri Apr 25 00:53:29 +0000 2025
2025-04-01,2025-04-30,"@writemenfess aku gak sih kynya. selama si penulis paham etika dan batasan penggunaan AI dalam karya seni, krn itu berarti dia memanfaatkan AI dengan benar",Thu Apr 24 13:45:56 +0000 2025
2025-05-01,2025-05-31,"📉 Defisit fiskal negara menyusut suku pertama 2025. 📜 Pindaan Akta Orang Asli 1954 dibentang akhir tahun. ❌ LPG kekal bersubsidi. 🤖 Majlis AI MyMahir-NAICI dilancar, lonjak kesiapsiagaan tenaga kerja.  #MalaysiaMADANI #MADANIBekerja #TaatSetia #JabatanPenerangan",Fri May 30 23:37:47 +0000 2025
2025-05-01,2025-05-31,"Kapan itu nonton DraPil, luoa judulnya. Ceritanya ttg pasangan LDR terus putus terus ketemu lagi gitu. Cowoknya cakep si.  Ceweknya namanya Joy.  Terus dikisahkan kalo Joy ini pekerja keras bgt sedangkan cowoknya kerja ngeluh mulu  Well, somehow aku relate",Fri May 30 22:05:20 +0000 2025
2025-05-01,2025-05-31,@AkuntanMilenial Dari zaman jebot orang aring pada bilang akuntan pekerjaan paling mudah digantikan robot kalo sekarang ganti istilah AI wkwk,Fri May 30 21:15:05 +0000 2025
2025-05-01,2025-05-31,"Microsoft baru saja memangkas 6.000 karyawan secara global. Yang paling terdampak? Para insinyur perangkat lunak mereka yang justru membangun sistem kecerdasan buatan (AI) di perusahaan ini. Ironisnya, AI yang mereka ciptakan kini menjadi alasan pekerjaan mereka tergantikan. https://t.co/39xWl9ytbP",Fri May 30 20:58:44 +0000 2025
2025-05-01,2025-05-31,"@adesar2000 @GiveRep @moonbags_io Semangat yang luar biasa! Memang di Sui, kerja keras dan kontribusi konsisten adalah kunci sukses. Teruslah bergerak maju dan bangun reputasi positif di komunitas. Saya yakin usaha kamu akan berbuah hasil yang memuaskan. Jangan lupa lapor @giverep setiap selesai kontribusi ya! 👍",Fri May 30 20:42:59 +0000 2025
2025-05-01,2025-05-31,"trus si cfo ngasih nomor kontak, sambil bilang: “hubungi aku hanya soal pekerjaan.”   tegas, gak labil.  ceo, lihat pp wa cfo: “ah jelas sekali!” sambil nyengir.  ternyata pp nya ai cfo lagi sama cowo, prolly pacar or suaminya 😹",Fri May 30 16:31:58 +0000 2025
2025-05-01,2025-05-31,"@snbtfess dh beberapa kali baca menfes rang orang lolos di jurusan pariwisata beginian semua modelan nya. btw prospek pariwisata itu BUANYAK POLL ga usah takut susah dapet kerja untuk di sektor ini, apalgi pariwisata ga bisa digantikan oleh ai. pariwisata upi lagi bagus² nya",Fri May 30 16:01:46 +0000 2025
2025-05-01,2025-05-31,@BaseBDG Minimal mah kerja jeung nganafkahan diri sorangan.. Ai geus kawin mah pek teh teuing ek moal gawe oge..,Fri May 30 15:44:11 +0000 2025
2025-05-01,2025-05-31,Ironis Banget: Ketika AI Microsoft Memecat Penciptanya! Ini Akhir Dunia Kerja?  #Microsoft #AI  https://t.co/ztbvTqGDSI https://t.co/kZ4MrulyF1,Fri May 30 15:18:42 +0000 2025
2025-05-01,2025-05-31,Unpopular Opinion: Membuka lapangan kerja lebih banyak hanya akan mempercepat resesi,Fri May 30 15:09:12 +0000 2025
2025-05-01,2025-05-31,@fyiksi dewtee lagi ciuman sama cuddle di kamar. ai dew menghibur tee sepulanh kerja karena mu kalah,Fri May 30 14:12:35 +0000 2025
2025-05-01,2025-05-31,"@AsahPolaPikir tergantung pabriknya, kalau pabrik grade A pasti pakai Ai untuk automatisasi produksi untung nya lebih hemat daripada tenaga kerja manusia, dan secara waktu lebih efisien",Fri May 30 13:28:24 +0000 2025
2025-05-01,2025-05-31,URGENT.. Lowongan Pekerjaan: Dibutuhkan Pria / Wanita yg menguasai teknologi AI google VOE 3.. tidak diperlukan ijazah &amp; tidak ada batasan usia.  Jika anda punya keahlian tsb silahkan DM langsung ya 🙏,Fri May 30 13:02:24 +0000 2025
2025-05-01,2025-05-31,Ancaman Nyata AI Gantikan Jutaan Lapangan Kerja https://t.co/IaDuA5c2qH,Fri May 30 13:00:01 +0000 2025
2025-05-01,2025-05-31,"Microsoft membangun pusat data di Indonesia yang disebut Indonesia Central demi mengembangkan ekonomi berbasis artificial intelligence (AI). Ini diperkirakan bakal menyumbang US$15,2 miliar dan menambah lebih dari 106.000 lapangan kerja baru pada periode 2025-2028. https://t.co/44YdWXz2EA",Fri May 30 12:31:04 +0000 2025
2025-05-01,2025-05-31,"Skill yang dibidik? Mulai dari AI (kecerdasan buatan), Internet of Things (IoT), sampai pembuatan konten.   Nggak cuma itu, pelatihan kewirausahaan juga bakal digencarkan sebagai alternatif menciptakan lapangan kerja baru.",Fri May 30 12:30:55 +0000 2025
2025-05-01,2025-05-31,"Para Insinyur Peranti Lunak Microsoft Dipecat, Digantikan Sistem AI Yang Dibuatnya  https://t.co/4VSccIvcK7",Fri May 30 16:00:01 +0000 2025
2025-05-01,2025-05-31,"tu kan PHK lg, disrupsi AI sudah ga terbendung lg, ini yang dikhawatirkan https://t.co/vhgw6hQIEb",Fri May 30 12:15:05 +0000 2025
2025-05-01,2025-05-31,"da lainna merendahkan. ieu mah opini weh. rek awewe rek lalaki ai bobogohan tapi teu boga modal mah teu kudu. jadina nyusahkeun batur, nambahan beban batur. ai ceuk agama mah enya teu wajib, tapi tingali atuh jaman ayeuna ciga kieu? komo pegawai biasa mah bisa beunang phk.",Fri May 30 11:19:14 +0000 2025
2025-05-01,2025-05-31,Apakah Danantara dan MBG jadi penyebab PHK massal di Industri Media? 🔗 Read more: https://t.co/dK7wSFYlKk  #Palestina #ForumInternasionalPrabowo Alhamdulillah #SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta #Batak #Tapanuli #IndonesiaBerita #BudayaBatak #Sumut #BeritaLokal #BatakPride #Indonesia,Fri May 30 11:15:00 +0000 2025
2025-05-01,2025-05-31,"Welcome Fitnah Akhir Zaman,Era Digital AI yg seperti Pisau.. Bisa digunakan untuk apa saja.. Gak Kebayang jika digunakan utk KEJAHATAN... Mengingat Badai Tsunami PHK besar²an. Byk Pengangguran..tingkat Kriminal Meningkat Drastis utk Mendapatkan Uang melakukan segala cara.. Gimana, mengerikan bukan? 🙄",Fri May 30 08:31:10 +0000 2025
2025-05-01,2025-05-31,Curahan Hati Insinyur Dipecat-Diganti Teknologi AI https://t.co/nhxDZZGZV5,Fri May 30 08:08:43 +0000 2025
2025-05-01,2025-05-31,@alfamarl dari robot dan ai banyak yang di phk,Fri May 30 07:42:27 +0000 2025
2025-05-01,2025-05-31,"@minkemellema91 @AditMbek Harusnya para insinyur itu menyisipkan ""bug"" atau ""virus"" yang bisa membunuh AI itu secara otomatis ketika di pencipta dipecat.",Fri May 30 06:02:18 +0000 2025
2025-05-01,2025-05-31,"AI dan Solusi Kepunahan Job  Kepada saya seorang wartawan dotcom grup media teve salah satu terbesar, bertanya bagaimana soal PHK wartawan, crew, dominan kini?   Saya tak menjawab langsung.  Syahdan pada 7 tahun lalu saya dan isteri dalam perjalanan #investasikenangan di Helsinki, Finlandia, menginap di sebuah hotel, kami diberi password dan jam checkin. Password untuk ke lift dan masuk kamar. Kami tak jumpa reception, semua serba mandiri.  Ketika 15 menit waktu checkout, ada alarm bersuara pelan. Jelang 3 menit sisa waktu suaranya keras macam orang marah. Ya tinggal checkout.  Maka kala itu saya sudah berpikir hotel tak perlu karyawan. Tugas cleaning service dilakukan vendor, pun laundry.  Kini era AI kian pol  Dugaan saya:  - setiap orang akan menjadi content producer bagi sesama, maka teve mainstream akan lewat. Pun portal berita - setiap orang akan menjadi bank bagi dirinya ,  apalagi kini sudah masuk era quantum komputer. Basic uang di wallet gadget > backgold currency, berapa emas dimiliki. - setiap orang menjadi tour guide dalam traveling, dominan orang tak butuh lagi jasa tour and travel, sebagaimana keluarga kami 15 tahun ini demikian, transisinya sudah banyak dilakukan pengelola open trip  Masih banyak pekerjaan akan lewat, apa saja menurut Kawan-Kawan?  Persoalan kerja negara sejatinya adalah menyiapkan Universal Basic Income (UBI) cerdas dan mensejahterakan. Apa itu?  Saya jawab di konten berikut.  Foto hanya ilustrasi",Fri May 30 04:01:09 +0000 2025
2025-05-01,2025-05-31,Wapres @gibran_tweet dipecat ✔️ Diganti AI ✔️  Aq sih YES https://t.co/icpWF4V8QK,Fri May 30 03:28:46 +0000 2025
2025-05-01,2025-05-31,"PHK kali ini tidak hanya menyasar karyawan level teknis pemula, tapi juga manajer produk, manajer program teknis, hingga tim proyek AI.  Gabriela de Queiroz, Direktur AI untuk Startup di Microsoft, juga menjadi salah satu korban PHK.",Fri May 30 02:37:59 +0000 2025
2025-05-01,2025-05-31,"Jeff Hulse, Wakil Presiden Microsoft yang memimpin tim berisi 400 insinyur, adalah salah satu sosok yang mendorong pemanfaatan AI dalam pengembangan kode. Namun tragis, timnya justru ikut terkena gelombang PHK.",Fri May 30 02:36:23 +0000 2025
2025-05-01,2025-05-31,@ComicsByVieN Dajjal pun jadi mangsa kehilangan kerja sebab diambil alih oleh AI.,Thu May 29 23:54:52 +0000 2025
2025-05-01,2025-05-31,"Banyak perusahaan melakukan PHK karena AI menghemat biaya dan meningkatkan efisiensi. AI mengotomatisasi tugas seperti layanan pelanggan atau analisis data, seperti Dukaan yang menggantikan 90% staf dukungan dengan chatbot, memangkas biaya 85%. AI juga bekerja tanpa henti, meningkatkan produktivitas, seperti Google dalam layanan pelanggan. Namun, 55% perusahaan menyesali PHK ini karena pengalaman pelanggan menurun dan retensi karyawan bermasalah. AI memengaruhi 40% pekerjaan global, menggantikan tugas rutin tetapi menciptakan peluang baru, seperti 20-50 juta pekerjaan pada 2030. Perempuan dan minoritas lebih terdampak, dengan 79% perempuan di pekerjaan rentan otomatisasi. Perlu pelatihan ulang untuk menyeimbangkan dampaknya. https://t.co/BFoTHXdgYb",Thu May 29 22:23:22 +0000 2025
2025-05-01,2025-05-31,@grok analisa mengapa banyak perusahaan phk karyawan karena terbantu teknologi ai?,Thu May 29 22:20:32 +0000 2025
2025-05-01,2025-05-31,Ironi! 6.000 Pegawai Microsoft Kena PHK Digantikan AI Bikinan Sendiri https://t.co/DuNsUTV8cv,Thu May 29 22:00:00 +0000 2025
2025-05-01,2025-05-31,"phk bukan karna rugi tapi karna efisiensi fak perang sistem industr, teknologi, Ai, perang dagang menggeser manusia pelan2. bukan karna kualitas bukan karna skill tapi karna efisiensi.",Thu May 29 19:43:34 +0000 2025
2025-05-01,2025-05-31,@acupofshi kalo polisi menghabiskan anggaran 3M/thn dan mulai menggunakan ETLE dari tilang manual bisa jadi ke depan terjadi PHK anggota polisi?  banyak yang gak efektif sudah tergantikan AI masa depan,Thu May 29 12:54:44 +0000 2025
2025-05-01,2025-05-31,@toe_giman Kejadian berulang.  Dulu ketika Revolusi Industri banyak terjadi PHK. Apakah PHK yang sekarang terjadi atas kehadiran Teknologi AI? https://t.co/PcOIw35Wk3,Thu May 29 11:36:44 +0000 2025
2025-05-01,2025-05-31,"Sumpah inisial R satpam2 dan OB2 kesayangan kami pada va demen sistem rolling itu, pada resign, kosan jd super kotor. Can not, terpaksa pergi😭👋🏼 Padahal ada temanku Ai Ai sama cici cici baik hati disitu yg tiap masak ngeghibahin inisial R😔 Semoga masi bs ketemu cici sama ai❤️",Fri May 30 11:34:57 +0000 2025
2025-05-01,2025-05-31,@diindaya_ Gua bahkan validate ke gemini juga. Biar valid aja sih siapatau jawaban gemini beda. Taunya sm aja 22nya suruh resign 😭😭😭😭. Tp emg saran ai ini masuk akal😭,Fri May 30 11:11:13 +0000 2025
2025-05-01,2025-05-31,"@BaseBDG mau nganggur kek, mau org kaya kek, ai nu ngaranna bogoh mah teu mandang sagala rupa",Fri May 30 10:06:04 +0000 2025
2025-05-01,2025-05-31,AI akan tingkatkan kadar pengangguran sehingga 20 peratus  Dario Amodei memberi amaran teknologi AI boleh menghapuskan hingga 50 peratus pekerjaan profesional peringkat permulaan di AS dalam tempoh lima tahun akan datang.  #SinarHarian #pengangguran #AI  https://t.co/EywGTSUET6,Fri May 30 07:32:22 +0000 2025
2025-05-01,2025-05-31,"@riekediahp Apalagi F4 dng pepesan kosongnya. Janji ciptakan  17 juta lap kerja tampa clear roadmap dan action plans, mana??  Padahal para hedge funds, industrialist dan econom top dunia sdh highlight ini. Pengangguran akan naik exponential dng makin massive nya penggunaan AI   (2/n)",Fri May 30 05:49:27 +0000 2025
2025-05-01,2025-05-31,ai nganggur mah nyaho nyaho akhir bulan ning 😞,Fri May 30 05:09:09 +0000 2025
2025-05-01,2025-05-31,AI Akan Meningkatkan Kadar Pengangguran Ke 20% Menurut CEO Anthrophic  https://t.co/arEFSngwlB https://t.co/ZqsGggtndS,Fri May 30 03:25:35 +0000 2025
2025-05-01,2025-05-31,"@banjarbase aku gin rancak bnr hndk resign saking muyaknya tpi sampai 3 tahunan ya kdd resign jua, krna whini cari gawian ngalih nder ai 😔",Thu May 29 13:14:35 +0000 2025
2025-05-01,2025-05-31,"Kanav, ai lov yu tri tosen 😽❤ Dari awal banget sampe aku ganti akun sangat lopeli sekali 🫰🏻Sama sama manusia nokturnal ✨ Tapi kalo dia gara gara skripsi aku gara gara masa pengangguran. Ai lov yu wely match 🙆‍♀️",Thu May 29 12:48:07 +0000 2025
2025-05-01,2025-05-31,"Pengangguran di Indonesia dipengaruhi beberapa faktor. Pertama, pertumbuhan ekonomi global yang melambat, sekitar 3,2% pada 2024, membatasi penciptaan lapangan kerja. Kedua, otomatisasi dan AI menggantikan pekerjaan rutin, terutama di sektor manufaktur dan jasa. Ketiga, tantangan struktural seperti kurangnya pelatihan keterampilan menyulitkan kaum muda masuk pasar kerja. Meski begitu, Indonesia menargetkan pengangguran turun ke 4,5-5% pada 2025 melalui job fair dan proyek industri. Tingkat pengangguran saat ini 4,76%, menurun dari 4,91% pada 2024. Namun, pekerjaan informal masih tinggi, menunjukkan tantangan kualitas kerja.",Thu May 29 09:32:11 +0000 2025
2025-05-01,2025-05-31,Penyebab Tingginya Pengangguran di Papua 🔗 Read more: https://t.co/PiUIfPYe0B https://t.co/l6Fx0nnnWO   #KenaikanYesusKristus #ForumInternasionalPrabowo Alhamdulillah #SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta #Batak #Tapanuli #IndonesiaBerita #BudayaBatak #Sumut #BeritaLokal #BatakPride #Indonesia,Thu May 29 02:30:27 +0000 2025
2025-05-01,2025-05-31,Cuma pengangguran yang gak bisa digantikan AI,Thu May 29 01:22:24 +0000 2025
2025-05-01,2025-05-31,@tempodotco Nanti akan dibentuk SATGAS PENCARI KERJA 🤣🤣🤣🤣 Mana yg ngebual lowongan kerja utk 19 juta orang. Apa pengangguran mau diselesaikan dg AI ????,Wed May 28 23:31:05 +0000 2025
2025-05-01,2025-05-31,"@neVerAl0nely Ai veo3 sangat realistis versi tertinggi ,bikin ketarketir produser ,sutradara dan artis bakalan sepi job. Pabrik saja sekarang  pakai robot AI,pekerjanya cepat dan presisi .sedangkan manusianya nganggur. Teknologi bagus tp harus dipakai bijak",Wed May 28 19:38:29 +0000 2025
2025-05-01,2025-05-31,@mamannajwa Yes. Baki gan wajen mu shurru ba nothing is happening. Sun ki ba mutumin kudi wai sai ya tafi shi kuma kaman maye yaki yayi resigning yana jiran time nashi yayi. Akan wulakancin da suke mishi ai gara yayi resign.,Wed May 28 14:32:22 +0000 2025
2025-05-01,2025-05-31,@Boediantar4 Gilak buzzer buzzer Ampe produksi video ai..di narasikan aneh aneh.. Palah org makin ketawa liat nya..kalian di bayar berapa seh...SE nganggur itu,Wed May 28 12:03:25 +0000 2025
2025-05-01,2025-05-31,"@PejuangPH Raf naik pentas dgn AI, takda gaduh gaduh. Petang, resign teruih. Padan muka walazah. Org utara kata buat kemaih cendoi",Wed May 28 10:26:41 +0000 2025
2025-05-01,2025-05-31,Seru ya jadi pengangguran https://t.co/rSUBFcYfID,Wed May 28 07:11:53 +0000 2025
2025-05-01,2025-05-31,Penyebab Tingginya Pengangguran di Papua Berdasarkan data terbaru dari Badan Pusat Statistik (BPS) https://t.co/tsTkdv2dLW   #SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta #Batak #Tapanuli #IndonesiaBerita #BudayaBatak #Sumut #BeritaLokal #BatakPride #NARCISSISM_Trademark #JusticeForArgo,Wed May 28 02:40:25 +0000 2025
2025-05-01,2025-05-31,"DEHHHH KESALKUUU sama orang yang apaa apaa harus AI? yang apa² harus ikuti AI, tanpaa harus literasi dluu?? iyaa saya tauji AI mempermudah tp masa hal sesimple itu aja harus bnget ya? kok malah nurunin minat literasi jdnya?? wkwkwkwkww",Fri May 30 19:30:07 +0000 2025
2025-05-01,2025-05-31,"Mengajarkan AI sejak usia dini bisa bermanfaat, membantu anak memahami teknologi dan risiko seperti hoax, sehingga mereka jadi pengguna kritis, bukan penonton pasif. Contohnya, alat AI seperti Brainly mempermudah belajar dengan fitur foto tugas. Namun, ada risiko ketergantungan, kurangnya interaksi manusia, dan privasi data. AI juga bisa salah atau bias, berpotensi mengganggu pembelajaran. Pendekatan hati-hati dengan kurikulum sesuai usia, pelatihan guru, dan pedoman etis diperlukan. Manfaat bisa lebih besar, tapi efek jangka panjang masih perlu diteliti.",Fri May 30 17:50:45 +0000 2025
2025-05-01,2025-05-31,Bingung mau ngapain jadi kerja lagi fuck my lifeee  Tapi ini bacaan menarik https://t.co/eEbVSaETs2,Fri May 30 12:20:45 +0000 2025
2025-05-01,2025-05-31,@joshushu19 Aku yg ngedit tugas juga pakai AI 😭 Capek Weh otak sama fisik  AI ada untuk mempermudah knp gak dimanfaatkan,Fri May 30 09:15:39 +0000 2025
2025-05-01,2025-05-31,"@_coklatyyyyyyyy @Mileo0615 Sebagai penggelut dunia art pasti pada sedih karna potensi nya kegeser AL, but sorry to say diluaran sana banyak yg menganggap AI itu sebuah kemajuan teknologi yg fungsinya untuk mempermudah pekerjaan manusia. Jd banyak negara maju yg skrg malah masukin AI ke segala sektor",Fri May 30 08:51:31 +0000 2025
2025-05-01,2025-05-31,"@acaiijawa @affasyrn Ya begitulah, awam bila sebut AI paham Gen AI image and vids jer nak buat guane. Machine learning yg dah lama bantu kerja/benda seharian tak perasan. Just my 2sen.",Fri May 30 07:38:06 +0000 2025
2025-05-01,2025-05-31,"Saya tidak bisa mengerjakan semua soal dari gambar yang kamu bagikan karena keterbatasan akses langsung ke kontennya. Namun, saya bisa membantu menjelaskan konsep atau menjawab pertanyaan spesifik jika kamu tulis soalnya. AI seperti saya bisa mempermudah belajar dengan menjelaskan materi secara sederhana, tapi hati-hati, jangan sampai hanya menyalin jawaban tanpa memahami, karena itu bisa mengurangi kemampuan berpikir kritis. Kirim soal tertentu atau topik yang kamu butuh bantuan, saya bantu jelaskan!",Thu May 29 15:25:35 +0000 2025
2025-05-01,2025-05-31,"Trading cerdas itu perlu strategi, bukan emosi. Cek 7 life hack ini biar kamu makin siap hadapi market! 📉 Beli pas fear, 📈 Jual pas greed, 🤖 Dan biarkan AI bantu kerja kamu!  #keepbit #crypto #aitradingapp #tips #cryptonews #mobileapps https://t.co/UJWKbcrV27",Thu May 29 06:55:05 +0000 2025
